user_id,cnt
2,1
5,1
10,1
13,1
19,1
30,1
34,1
35,1
37,1
38,1
42,1
48,1
50,1
52,1
56,1
57,1
59,1
61,1
65,1
66,1
67,1
69,1
71,1
72,1
75,1
76,1
78,1
80,1
87,1
88,1
91,1
94,1
99,1
103,1
105,1
106,1
108,1
111,1
116,1
118,1
120,1
123,1
126,1
128,1
129,1
132,1
133,1
134,1
135,1
137,1
140,1
141,1
142,1
146,1
149,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
161,1
162,1
163,1
166,1
167,1
168,1
169,1
174,1
175,1
176,1
178,1
179,1
182,1
187,1
188,1
189,1
190,1
191,1
193,1
198,1
201,1
202,1
205,1
208,1
209,1
211,1
212,1
214,1
215,1
216,1
218,1
220,1
221,1
224,1
225,1
226,1
228,1
229,1
232,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
245,1
246,1
247,1
251,1
254,1
256,1
257,1
258,1
260,1
263,1
276,1
278,1
279,1
285,1
286,1
289,1
290,1
291,1
293,1
296,1
297,1
301,1
308,1
309,1
314,1
317,1
322,1
323,1
325,1
326,1
328,1
329,1
332,1
333,1
334,1
335,1
340,1
341,1
342,1
343,1
348,1
349,1
350,1
352,1
356,1
357,1
364,1
369,1
373,1
375,1
377,1
384,1
392,1
397,1
401,1
413,1
415,1
417,1
419,1
420,1
421,1
424,1
425,1
430,1
432,1
433,1
434,1
436,1
437,1
438,1
439,1
440,1
443,1
448,1
451,1
453,1
454,1
457,1
460,1
461,1
465,1
468,1
471,1
477,1
480,1
481,1
486,1
494,1
495,1
498,1
500,1
502,1
506,1
507,1
510,1
511,1
513,1
514,1
515,1
523,1
526,1
536,1
538,1
540,1
541,1
543,1
545,1
546,1
550,1
555,1
556,1
557,1
558,1
560,1
561,1
563,1
564,1
565,1
567,1
569,1
570,1
574,1
577,1
580,1
581,1
582,1
583,1
593,1
595,1
596,1
598,1
599,1
600,1
603,1
605,1
606,1
610,1
613,1
614,1
618,1
619,1
626,1
628,1
633,1
634,1
636,1
637,1
638,1
644,1
645,1
649,1
653,1
657,1
658,1
664,1
665,1
666,1
667,1
670,1
671,1
673,1
674,1
676,1
677,1
681,1
690,1
691,1
692,1
694,1
695,1
697,1
698,1
699,1
701,1
703,1
704,1
706,1
707,1
708,1
709,1
714,1
715,1
716,1
717,1
718,1
719,1
723,1
724,1
726,1
727,1
731,1
734,1
735,1
738,1
739,1
742,1
744,1
747,1
748,1
749,1
755,1
757,1
763,1
764,1
765,1
766,1
772,1
773,1
777,1
778,1
784,1
785,1
791,1
792,1
793,1
795,1
796,1
797,1
798,1
800,1
801,1
803,1
806,1
807,1
808,1
809,1
810,1
813,1
814,1
818,1
819,1
820,1
821,1
822,1
824,1
828,1
829,1
832,1
835,1
836,1
837,1
838,1
843,1
848,1
849,1
850,1
854,1
857,1
859,1
860,1
861,1
865,1
868,1
869,1
871,1
872,1
878,1
879,1
880,1
883,1
889,1
890,1
892,1
893,1
898,1
902,1
903,1
905,1
907,1
912,1
913,1
915,1
916,1
920,1
922,1
923,1
925,1
926,1
929,1
931,1
933,1
938,1
939,1
940,1
941,1
942,1
950,1
951,1
954,1
957,1
959,1
963,1
964,1
966,1
967,1
968,1
969,1
971,1
972,1
973,1
975,1
977,1
978,1
979,1
980,1
983,1
984,1
986,1
991,1
994,1
996,1
997,1
1001,1
1004,1
1005,1
1006,1
1009,1
1010,1
1011,1
1013,1
1016,1
1017,1
1018,1
1021,1
1023,1
1026,1
1028,1
1032,1
1038,1
1039,1
1041,1
1045,1
1047,1
1048,1
1054,1
1055,1
1056,1
1058,1
1060,1
1063,1
1064,1
1065,1
1066,1
1073,1
1074,1
1081,1
1082,1
1088,1
1090,1
1094,1
1099,1
1100,1
1101,1
1105,1
1107,1
1108,1
1109,1
1112,1
1114,1
1115,1
1117,1
1118,1
1119,1
1120,1
1122,1
1124,1
1128,1
1130,1
1133,1
1134,1
1141,1
1145,1
1149,1
1150,1
1151,1
1156,1
1158,1
1160,1
1162,1
1164,1
1167,1
1168,1
1174,1
1175,1
1177,1
1178,1
1182,1
1183,1
1184,1
1185,1
1188,1
1189,1
1192,1
1195,1
1204,1
1205,1
1206,1
1207,1
1208,1
1211,1
1212,1
1213,1
1214,1
1215,1
1217,1
1224,1
1227,1
1228,1
1230,1
1232,1
1233,1
1234,1
1236,1
1240,1
1241,1
1242,1
1245,1
1246,1
1249,1
1252,1
1253,1
1254,1
1255,1
1258,1
1262,1
1265,1
1266,1
1267,1
1270,1
1274,1
1275,1
1278,1
1286,1
1288,1
1300,1
1301,1
1304,1
1311,1
1316,1
1320,1
1322,1
1325,1
1327,1
1329,1
1333,1
1340,1
1346,1
1347,1
1350,1
1351,1
1354,1
1359,1
1362,1
1363,1
1364,1
1367,1
1370,1
1371,1
1372,1
1374,1
1377,1
1379,1
1382,1
1383,1
1384,1
1385,1
1393,1
1396,1
1401,1
1402,1
1404,1
1406,1
1408,1
1409,1
1411,1
1414,1
1416,1
1418,1
1421,1
1433,1
1434,1
1435,1
1437,1
1439,1
1440,1
1441,1
1446,1
1447,1
1449,1
1450,1
1453,1
1455,1
1459,1
1460,1
1461,1
1462,1
1465,1
1467,1
1468,1
1469,1
1473,1
1479,1
1481,1
1484,1
1485,1
1486,1
1488,1
1489,1
1490,1
1493,1
1495,1
1496,1
1497,1
1503,1
1505,1
1507,1
1511,1
1514,1
1515,1
1518,1
1522,1
1523,1
1526,1
1535,1
1536,1
1538,1
1542,1
1543,1
1545,1
1546,1
1548,1
20,2
26,2
28,2
29,2
40,2
70,2
77,2
81,2
89,2
95,2
102,2
104,2
110,2
112,2
113,2
117,2
119,2
122,2
124,2
127,2
144,2
160,2
164,2
165,2
177,2
194,2
195,2
196,2
199,2
204,2
207,2
222,2
227,2
230,2
252,2
268,2
273,2
284,2
292,2
295,2
303,2
313,2
331,2
338,2
346,2
359,2
361,2
363,2
365,2
368,2
372,2
374,2
388,2
389,2
395,2
406,2
414,2
418,2
423,2
458,2
459,2
464,2
475,2
483,2
484,2
485,2
501,2
503,2
512,2
525,2
534,2
544,2
547,2
548,2
573,2
575,2
587,2
591,2
597,2
607,2
609,2
612,2
623,2
624,2
627,2
629,2
632,2
639,2
647,2
650,2
655,2
660,2
687,2
712,2
720,2
732,2
736,2
741,2
754,2
758,2
759,2
760,2
761,2
762,2
767,2
779,2
781,2
790,2
799,2
811,2
817,2
840,2
842,2
844,2
845,2
851,2
853,2
876,2
894,2
897,2
911,2
921,2
927,2
935,2
937,2
945,2
953,2
976,2
990,2
1003,2
1008,2
1020,2
1029,2
1030,2
1031,2
1034,2
1035,2
1043,2
1053,2
1059,2
1069,2
1080,2
1087,2
1121,2
1135,2
1140,2
1143,2
1144,2
1173,2
1179,2
1202,2
1218,2
1229,2
1243,2
1263,2
1279,2
1293,2
1297,2
1332,2
1341,2
1352,2
1361,2
1403,2
1424,2
1426,2
1431,2
1438,2
1456,2
1470,2
1491,2
1501,2
1504,2
1513,2
1524,2
1527,2
1550,2
54,3
55,3
62,3
84,3
150,3
151,3
172,3
181,3
183,3
185,3
203,3
206,3
242,3
248,3
249,3
261,3
262,3
288,3
306,3
312,3
347,3
351,3
381,3
399,3
410,3
427,3
470,3
473,3
553,3
579,3
592,3
594,3
617,3
622,3
640,3
656,3
672,3
675,3
678,3
679,3
688,3
702,3
710,3
721,3
745,3
752,3
769,3
783,3
804,3
816,3
866,3
875,3
882,3
885,3
899,3
900,3
992,3
1014,3
1019,3
1025,3
1052,3
1061,3
1076,3
1113,3
1159,3
1171,3
1190,3
1239,3
1250,3
1271,3
1357,3
1368,3
1389,3
1398,3
1399,3
1422,3
1425,3
1464,3
1516,3
1531,3
44,4
51,4
86,4
100,4
138,4
145,4
180,4
197,4
234,4
244,4
265,4
275,4
277,4
281,4
353,4
391,4
466,4
489,4
490,4
493,4
496,4
554,4
566,4
571,4
601,4
646,4
683,4
686,4
700,4
725,4
728,4
730,4
776,4
867,4
870,4
877,4
910,4
944,4
1033,4
1046,4
1072,4
1084,4
1086,4
1104,4
1147,4
1154,4
1172,4
1244,4
1251,4
1290,4
1306,4
1342,4
1343,4
1344,4
1345,4
1378,4
1442,4
1476,4
1528,4
31,5
143,5
186,5
300,5
311,5
452,5
542,5
578,5
630,5
733,5
919,5
1037,5
1049,5
1071,5
1186,5
1209,5
1319,5
1428,5
1480,5
58,6
270,6
337,6
516,6
521,6
584,6
585,6
625,6
643,6
775,6
955,6
958,6
962,6
1067,6
1126,6
1137,6
33,7
147,7
170,7
210,7
272,7
283,7
403,7
449,7
476,7
479,7
531,7
663,7
722,7
896,7
982,7
1089,7
1203,7
1413,7
1487,7
586,8
802,8
917,8
1042,8
1131,8
382,9
517,9
535,9
608,9
932,9
1075,9
1443,9
320,10
367,10
396,10
474,10
528,10
1106,10
1231,10
1482,10
41,11
321,11
524,11
310,12
370,12
1444,13
74,14
253,14
121,15
125,15
616,15
92,17
1417,17
1405,18
1475,20
1248,22
27,24
1165,24
568,25
1337,26
435,27
924,27
1068,27
641,31
1280,33
171,34
1519,36
1235,40
756,48
1050,52
529,56
233,61
1510,61
1323,65
551,67
668,68
1537,68
611,70
400,75
1272,78
827,108
993,118
1197,136
1136,145
1390,210
1457,283
